firm,iso_o,category,parent
FACEBOOK SINGAPORE PTE. LTD.,SGP,payment-service,"META PLATFORMS, INC."
FACEBOOK SPAIN SL.,ESP,digital-advertising,"META PLATFORMS, INC."
FACEBOOK SPAIN SL.,ESP,payment-service,"META PLATFORMS, INC."
FACEBOOK SWEDEN AB,SWE,digital-advertising,"META PLATFORMS, INC."
FACEBOOK SWEDEN AB,SWE,payment-service,"META PLATFORMS, INC."
FACEBOOK TECHNOLOGIES LLC,USA,digital-advertising,"META PLATFORMS, INC."
FACEBOOK TECHNOLOGIES LLC,USA,payment-service,"META PLATFORMS, INC."
FAIRCHILD CONSULTING SERVICES LLC,USA,cloud-computing,"SERVICENOW, INC."
"FARFETCH (SHANGHAI) E-COMMERCE CO., LTD.",CHN,online-marketplace,FARFETCH LIMITED
FARFETCH AUSTRALIA PTY LTD,AUS,online-marketplace,FARFETCH LIMITED
FARFETCH CAPITAL LIMITED,GBR,online-marketplace,FARFETCH LIMITED
FARFETCH CHINA (HK HOLDINGS) LIMITED,HKG,online-marketplace,FARFETCH LIMITED
FARFETCH COM US LLC,USA,online-marketplace,FARFETCH LIMITED
FARFETCH HK HOLDINGS LIMITED,HKG,online-marketplace,FARFETCH LIMITED
FARFETCH HK PRODUCTION LIMITED,HKG,online-marketplace,FARFETCH LIMITED
FARFETCH INDIA PRIVATE LIMITED,IND,online-marketplace,FARFETCH LIMITED
FARFETCH ITALIA S.R.L.,ITA,online-marketplace,FARFETCH LIMITED
"FARFETCH JAPAN CO., LTD",JPN,online-marketplace,FARFETCH LIMITED
FARFETCH LIMITED,CYM,online-marketplace,FARFETCH LIMITED
"FARFETCH MEXICO, S.A. DE C.V.",MEX,online-marketplace,FARFETCH LIMITED
FARFETCH MIDDLE EAST FZE,ARE,online-marketplace,FARFETCH LIMITED
FARFETCH PLATFORM SOLUTIONS LIMITED,GBR,online-marketplace,FARFETCH LIMITED
"FARFETCH PORTUGAL, UNIPESSOAL, LDA",PRT,online-marketplace,FARFETCH LIMITED
FARFETCH STORE OF THE FUTURE LIMITED,GBR,online-marketplace,FARFETCH LIMITED
FARFETCH UK LIMITED,GBR,online-marketplace,FARFETCH LIMITED
FARFETCH.COM BRASIL SERVICOS LTDA,BRA,online-marketplace,FARFETCH LIMITED
"FARFTECH US HOLDINGS, INC",USA,online-marketplace,FARFETCH LIMITED
FASHION CONCIERGE HK LIMITED,HKG,online-marketplace,FARFETCH LIMITED
"FASHION CONCIERGE POWERED BY FARFETCH, LLC",USA,online-marketplace,FARFETCH LIMITED
FASHION CONCIERGE UK LIMITED,GBR,online-marketplace,FARFETCH LIMITED
FATSHARK AB,SWE,digital-media_video-games_pc-games,TENCENT HOLDINGS LIMITED
FEEDBURNER INC,USA,software_enterprise-software_business-intelligence-software,ALPHABET INC.
"FELICA NETWORKS, INC.",JPN,software_enterprise-software_customer-relationship-management-software,SONY GROUP CORPORATION
FENIX INTERNATIONAL LIMITED,GBR,cloud-computing,FARFETCH LIMITED
FIRESPRITE LIMITED,GBR,digital-media_video-games_pc-games,SONY GROUP CORPORATION
FIRST OPTION HOTEL RESERVATIONS LIMITED,GBR,software_enterprise-software_customer-relationship-management-software,SABRE CORPORATION
FLASHLINE INC,USA,cloud-computing,ORACLE CORP
FLASHLINE INC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
FLEKSY INC,USA,digital-advertising,"PINTEREST, INC."
FLEXPORT (PRIVATE) LIMITED,USA,software_enterprise-software_supply-chain-management-software,FLEXPORT (PRIVATE) LIMITED
FLIGHTLINE DATA SERVICES INC,USA,software_enterprise-software_customer-relationship-management-software,SABRE CORPORATION
FLURRY LLC,USA,digital-advertising,VERIZON COMMUNICATIONS INC
FOCUS ON SALESFORCE LIMITED,GBR,cloud-computing,SALESFORCE INC
FOCUS ON SALESFORCE LIMITED,GBR,software_enterprise-software_customer-relationship-management-software,SALESFORCE INC
FOTOLIA DUTCH HOLDING LLC,USA,software_productivity-software_creative-software,ADOBE INC
FOTOLIA LLC,USA,software_productivity-software_creative-software,ADOBE INC
FOUNDATION SYSTEMS INC,USA,cloud-computing,INFOR INC
FOUNDATION SYSTEMS INC,USA,software_enterprise-software_enterprise-resource-planning-software,INFOR INC
FREDERATOR NETWORKS INC,USA,digital-media_video-on-demand_video-streaming-svod,SONY GROUP CORPORATION
FREDERATOR STUDIOS,USA,digital-media_video-on-demand_video-streaming-svod,SONY GROUP CORPORATION
FTS PARENT INC.,USA,software_enterprise-software_other-enterprise-software,"EXELA TECHNOLOGIES, INC."
FUEGO INC WHICH WILL TRANSACT BUSINESS IN CALIFORNIA AS FUEGO SHOES,USA,cloud-computing,ORACLE CORP
FUEGO INC WHICH WILL TRANSACT BUSINESS IN CALIFORNIA AS FUEGO SHOES,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
FULL TILT POKER LIMITED,GBR,online-gambling,STARS GROUP INC. (THE)
FUNCOM SE,NLD,digital-media_video-games_pc-games,TENCENT HOLDINGS LIMITED
FUTURE GAMES OF LONDON LTD,GBR,digital-media_video-games_pc-games,UBISOFT SRL
FUTURELEARN LIMITED,GBR,eservices_online-education,FUTURELEARN LIMITED
FUZZYLOGIX INC,USA,software_enterprise-software_other-enterprise-software,FUZZYLOGIX INC
G-LOG BV,NLD,cloud-computing,ORACLE CORP
G-LOG BV,NLD,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
G-LOG GMBH,DEU,cloud-computing,ORACLE CORP
G-LOG GMBH,DEU,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
G-LOG PTE. LTD.,SGP,cloud-computing,ORACLE CORP
G-LOG PTE. LTD.,SGP,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
G-LOG PTY LTD,AUS,cloud-computing,ORACLE CORP
G-LOG PTY LTD,AUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
G-LOG SDN BHD,MYS,cloud-computing,ORACLE CORP
G-LOG SDN BHD,MYS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
GALILEO ASIA LLC,PHL,eservices_online-education,TRAVELPORT INC
GALILEO ESPANA SL,ESP,eservices_online-education,TRAVELPORT INC
GALILEO FRANCE,FRA,eservices_online-education,TRAVELPORT INC
GANJI,DNK,digital-advertising,ALPHABET INC.
GARENA MALAYSIA SDN. BHD.,MYS,digital-media_video-games_pc-games,SEA LIMITED
"GD UK HOLDINGS, LTD",GBR,web-hosting,GODADDY INC.
GEEKSPACE LLC,USA,software_enterprise-software_enterprise-resource-planning-software,"RACKSPACE TECHNOLOGY, INC."
GESELLSCHAFT ZUR ENTWICKLUNG UND VERMARKTUNG INTERAKTIVER TOURISMUSANWENDUNGEN MBH,DEU,software_enterprise-software_customer-relationship-management-software,SABRE CORPORATION
GETTHERE INC,USA,software_enterprise-software_customer-relationship-management-software,SABRE CORPORATION
GETTHERE LP,USA,software_enterprise-software_customer-relationship-management-software,SABRE CORPORATION
GHOST STORY GAMES LLC,USA,digital-media_video-games_pc-games,TAKE-TWO INTERACTIVE SOFTWARE INC.
GITHUB DENMARK APS,DNK,cloud-computing,MICROSOFT CORPORATION
GITHUB INC,USA,cloud-computing,MICROSOFT CORPORATION
GITHUB INDIA PRIVATE LIMITED,IND,cloud-computing,MICROSOFT CORPORATION
GITHUB SOFTWARE UK LTD.,GBR,cloud-computing,MICROSOFT CORPORATION
GLOBAL DC OY,FIN,digital-advertising,YANDEX N.V
GLOBAL DC OY,FIN,digital-media_digital-music_music-streaming,YANDEX N.V
GLOBAL DC OY,FIN,online-food-ordering,YANDEX N.V
GLOBAL DC OY,FIN,online-marketplace,YANDEX N.V
GLOBAL DC OY,FIN,online-ride-hailing,YANDEX N.V
GLOBAL REGISTRATION SERVICES LIMITED,GBR,Cybersecurity,VERISIGN INC
GLOBAL TRAVEL BROKER SL,ESP,software_enterprise-software_customer-relationship-management-software,SABRE CORPORATION
GLOBEPOST LIMITED,GBR,software_enterprise-software_customer-relationship-management-software,SABRE CORPORATION
"GNR CO.,LTD",KOR,cloud-computing,VERISIGN INC
"GO DADDY OPERATING COMPANY, LLC",USA,web-hosting,GODADDY INC.
GODADDY BULGARIA EOOD,BGR,web-hosting,GODADDY INC.
GODADDY COM LLC,USA,web-hosting,GODADDY INC.
GODADDY DEUTSCHLAND GMBH,DEU,web-hosting,GODADDY INC.
GODADDY IBERIA SL.,ESP,web-hosting,GODADDY INC.
GODADDY INC.,USA,web-hosting,GODADDY INC.
GODADDY MEDIA TEMPLE INC,USA,web-hosting,GODADDY INC.
GODADDY MSH INC,USA,web-hosting,GODADDY INC.
GODADDY ONLINE SERVICES AUSTRALIA PTY LIMITED,AUS,web-hosting,GODADDY INC.
GODADDY ONLINE SERVICES JAPAN L.L.C.,JPN,web-hosting,GODADDY INC.
GODADDY REGISTRY ASIA PACIFIC (AUSTRALIA) PTY LTD,AUS,web-hosting,GODADDY INC.
GODADDY REGISTRY AUSTRALIA HOLDINGS PTY LTD,AUS,web-hosting,GODADDY INC.
GODADDY REGISTRY AUSTRALIA PTY LTD,AUS,web-hosting,GODADDY INC.
GODADDY SERVICES S.R.L.,ROU,web-hosting,GODADDY INC.
GODADDY WP EUROPE D.O.O.,SRB,web-hosting,GODADDY INC.
GOG SP. Z O.O.,POL,digital-media_video-games_gaming-networks,CD PROJEKT S.A.
GOGRID AMS B.V.,NLD,cloud-computing,"RACKSPACE TECHNOLOGY, INC."
GOGRID LLC,USA,cloud-computing,"RACKSPACE TECHNOLOGY, INC."
GOJEK I/S,DNK,online-ride-hailing,GOTO FINANCIAL
GOLDENGATE SOFTWARE ASIA PACIFIC PTE. LTD.,SGP,cloud-computing,ORACLE CORP
GOLDENGATE SOFTWARE ASIA PACIFIC PTE. LTD.,SGP,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
GOLDENGATE SOFTWARE CANADA LTD,CAN,cloud-computing,ORACLE CORP
GOLDENGATE SOFTWARE CANADA LTD,CAN,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
GOLDENGATE SOFTWARE WORLDWIDE LLC,USA,cloud-computing,ORACLE CORP
GOLDENGATE SOFTWARE WORLDWIDE LLC,USA,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
"GOLDENGATE SOFTWARE WORLDWIDE, L.P.",BMU,cloud-computing,ORACLE CORP
"GOLDENGATE SOFTWARE WORLDWIDE, L.P.",BMU,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
GOLDENGATE TECHNOLOGIES SOUTH ASIA PRIVATE LIMITED,IND,cloud-computing,ORACLE CORP
GOLDENGATE TECHNOLOGIES SOUTH ASIA PRIVATE LIMITED,IND,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
GOOGLE (HONG KONG) LIMITED,HKG,cloud-computing,ALPHABET INC.
GOOGLE (HONG KONG) LIMITED,HKG,digital-advertising,ALPHABET INC.
GOOGLE (HONG KONG) LIMITED,HKG,online-marketplace,ALPHABET INC.
GOOGLE ADVERTISING & MARKETING LTD,TUR,cloud-computing,ALPHABET INC.
GOOGLE ADVERTISING & MARKETING LTD,TUR,digital-advertising,ALPHABET INC.
GOOGLE ADVERTISING & MARKETING LTD,TUR,online-marketplace,ALPHABET INC.
GOOGLE ARGENTINA SRL,ARG,cloud-computing,ALPHABET INC.
GOOGLE ARGENTINA SRL,ARG,digital-advertising,ALPHABET INC.
GOOGLE ARGENTINA SRL,ARG,online-marketplace,ALPHABET INC.
GOOGLE AUSTRALIA PTY LTD,AUS,cloud-computing,ALPHABET INC.
GOOGLE AUSTRALIA PTY LTD,AUS,digital-advertising,ALPHABET INC.
GOOGLE AUSTRALIA PTY LTD,AUS,online-marketplace,ALPHABET INC.
GOOGLE AUSTRIA GMBH,AUT,cloud-computing,ALPHABET INC.
GOOGLE AUSTRIA GMBH,AUT,digital-advertising,ALPHABET INC.
GOOGLE AUSTRIA GMBH,AUT,online-marketplace,ALPHABET INC.
GOOGLE BELGIUM,BEL,cloud-computing,ALPHABET INC.
GOOGLE BELGIUM,BEL,digital-advertising,ALPHABET INC.
GOOGLE BELGIUM,BEL,online-marketplace,ALPHABET INC.
GOOGLE BERMUDA UNLIMITED,BMU,cloud-computing,ALPHABET INC.
GOOGLE BERMUDA UNLIMITED,BMU,digital-advertising,ALPHABET INC.
GOOGLE BERMUDA UNLIMITED,BMU,online-marketplace,ALPHABET INC.
GOOGLE BRASIL INTERNET LTDA.,BRA,cloud-computing,ALPHABET INC.
GOOGLE BRASIL INTERNET LTDA.,BRA,digital-advertising,ALPHABET INC.
GOOGLE BRASIL INTERNET LTDA.,BRA,online-marketplace,ALPHABET INC.
GOOGLE CANADA,CAN,cloud-computing,ALPHABET INC.
GOOGLE CANADA,CAN,digital-advertising,ALPHABET INC.
GOOGLE CANADA,CAN,online-marketplace,ALPHABET INC.
GOOGLE CHILE LIMITADA,CHL,cloud-computing,ALPHABET INC.
GOOGLE CHILE LIMITADA,CHL,digital-advertising,ALPHABET INC.
GOOGLE CHILE LIMITADA,CHL,online-marketplace,ALPHABET INC.
"GOOGLE CZECH REPUBLIC, S.R.O.",CZE,cloud-computing,ALPHABET INC.
"GOOGLE CZECH REPUBLIC, S.R.O.",CZE,digital-advertising,ALPHABET INC.
"GOOGLE CZECH REPUBLIC, S.R.O.",CZE,online-marketplace,ALPHABET INC.
GOOGLE DE MEXICO,MEX,cloud-computing,ALPHABET INC.
GOOGLE DE MEXICO,MEX,digital-advertising,ALPHABET INC.
GOOGLE DE MEXICO,MEX,online-marketplace,ALPHABET INC.
GOOGLE DENMARK APS,DNK,cloud-computing,ALPHABET INC.
GOOGLE DENMARK APS,DNK,digital-advertising,ALPHABET INC.
GOOGLE DENMARK APS,DNK,online-marketplace,ALPHABET INC.
GOOGLE FINLAND OY,FIN,cloud-computing,ALPHABET INC.
GOOGLE FINLAND OY,FIN,digital-advertising,ALPHABET INC.
GOOGLE FINLAND OY,FIN,online-marketplace,ALPHABET INC.
GOOGLE FRANCE,FRA,cloud-computing,ALPHABET INC.
GOOGLE FRANCE,FRA,digital-advertising,ALPHABET INC.
GOOGLE FRANCE,FRA,online-marketplace,ALPHABET INC.
GOOGLE FZ-LLC,ARE,cloud-computing,ALPHABET INC.
GOOGLE FZ-LLC,ARE,digital-advertising,ALPHABET INC.
GOOGLE FZ-LLC,ARE,online-marketplace,ALPHABET INC.
GOOGLE GERMANY GMBH,DEU,cloud-computing,ALPHABET INC.
GOOGLE GERMANY GMBH,DEU,digital-advertising,ALPHABET INC.
GOOGLE GERMANY GMBH,DEU,online-marketplace,ALPHABET INC.
GOOGLE HOLDINGS PTE. LTD.,SGP,cloud-computing,ALPHABET INC.
GOOGLE HOLDINGS PTE. LTD.,SGP,digital-advertising,ALPHABET INC.
GOOGLE HOLDINGS PTE. LTD.,SGP,online-marketplace,ALPHABET INC.
GOOGLE INDIA PRIVATE LIMITED,IND,cloud-computing,ALPHABET INC.
GOOGLE INDIA PRIVATE LIMITED,IND,digital-advertising,ALPHABET INC.
GOOGLE INDIA PRIVATE LIMITED,IND,online-marketplace,ALPHABET INC.
GOOGLE INFORMATION TECHNOLOGY SERVICES LIMITED LIABILITY COMPANY GOOGLE LTD.,HUN,cloud-computing,ALPHABET INC.
GOOGLE INFORMATION TECHNOLOGY SERVICES LIMITED LIABILITY COMPANY GOOGLE LTD.,HUN,digital-advertising,ALPHABET INC.
GOOGLE INFORMATION TECHNOLOGY SERVICES LIMITED LIABILITY COMPANY GOOGLE LTD.,HUN,online-marketplace,ALPHABET INC.
GOOGLE INTERNATIONAL LLC,USA,cloud-computing,ALPHABET INC.
GOOGLE INTERNATIONAL LLC,USA,digital-advertising,ALPHABET INC.
GOOGLE INTERNATIONAL LLC,USA,online-marketplace,ALPHABET INC.
GOOGLE IRELAND HOLDINGS UNLIMITED COMPANY,IRL,cloud-computing,ALPHABET INC.
GOOGLE IRELAND HOLDINGS UNLIMITED COMPANY,IRL,digital-advertising,ALPHABET INC.
GOOGLE IRELAND HOLDINGS UNLIMITED COMPANY,IRL,online-marketplace,ALPHABET INC.
GOOGLE IRELAND LIMITED,IRL,cloud-computing,ALPHABET INC.
GOOGLE IRELAND LIMITED,IRL,digital-advertising,ALPHABET INC.
GOOGLE IRELAND LIMITED,IRL,online-marketplace,ALPHABET INC.
GOOGLE ISRAEL LTD,ISR,cloud-computing,ALPHABET INC.
GOOGLE ISRAEL LTD,ISR,digital-advertising,ALPHABET INC.
GOOGLE ISRAEL LTD,ISR,online-marketplace,ALPHABET INC.
GOOGLE ITALY S.R.L.,ITA,cloud-computing,ALPHABET INC.
GOOGLE ITALY S.R.L.,ITA,digital-advertising,ALPHABET INC.
GOOGLE ITALY S.R.L.,ITA,online-marketplace,ALPHABET INC.
GOOGLE JAPAN INC,JPN,cloud-computing,ALPHABET INC.
GOOGLE JAPAN INC,JPN,digital-advertising,ALPHABET INC.
GOOGLE JAPAN INC,JPN,online-marketplace,ALPHABET INC.
GOOGLE KOREA LLC,KOR,cloud-computing,ALPHABET INC.
GOOGLE KOREA LLC,KOR,digital-advertising,ALPHABET INC.
GOOGLE KOREA LLC,KOR,online-marketplace,ALPHABET INC.
GOOGLE LLC,USA,cloud-computing,ALPHABET INC.
GOOGLE LLC,USA,digital-advertising,ALPHABET INC.
GOOGLE LLC,USA,online-marketplace,ALPHABET INC.
GOOGLE NETHERLANDS B.V.,NLD,cloud-computing,ALPHABET INC.
GOOGLE NETHERLANDS B.V.,NLD,digital-advertising,ALPHABET INC.
GOOGLE NETHERLANDS B.V.,NLD,online-marketplace,ALPHABET INC.
GOOGLE NETHERLANDS HOLDINGS B.V.,NLD,cloud-computing,ALPHABET INC.
GOOGLE NETHERLANDS HOLDINGS B.V.,NLD,digital-advertising,ALPHABET INC.
GOOGLE NETHERLANDS HOLDINGS B.V.,NLD,online-marketplace,ALPHABET INC.
GOOGLE NEW ZEALAND LIMITED,NZL,cloud-computing,ALPHABET INC.
GOOGLE NEW ZEALAND LIMITED,NZL,digital-advertising,ALPHABET INC.
GOOGLE NEW ZEALAND LIMITED,NZL,online-marketplace,ALPHABET INC.
GOOGLE NORWAY AS,NOR,cloud-computing,ALPHABET INC.
GOOGLE NORWAY AS,NOR,digital-advertising,ALPHABET INC.
GOOGLE NORWAY AS,NOR,online-marketplace,ALPHABET INC.
GOOGLE PAYMENT CORP,USA,payment-service,ALPHABET INC.
GOOGLE PAYMENT HONG KONG LIMITED,HKG,payment-service,ALPHABET INC.
GOOGLE PAYMENT LIMITED,GBR,payment-service,ALPHABET INC.
GOOGLE PAYMENT SINGAPORE PTE. LTD.,SGP,payment-service,ALPHABET INC.
GOOGLE POLAND SP. Z O.O.,POL,cloud-computing,ALPHABET INC.
GOOGLE POLAND SP. Z O.O.,POL,digital-advertising,ALPHABET INC.
GOOGLE POLAND SP. Z O.O.,POL,online-marketplace,ALPHABET INC.
GOOGLE SINGAPORE PTE. LTD.,SGP,cloud-computing,ALPHABET INC.
GOOGLE SINGAPORE PTE. LTD.,SGP,digital-advertising,ALPHABET INC.
GOOGLE SINGAPORE PTE. LTD.,SGP,online-marketplace,ALPHABET INC.
GOOGLE SOUTH AFRICA (PTY) LTD,ZAF,cloud-computing,ALPHABET INC.
GOOGLE SOUTH AFRICA (PTY) LTD,ZAF,digital-advertising,ALPHABET INC.
GOOGLE SOUTH AFRICA (PTY) LTD,ZAF,online-marketplace,ALPHABET INC.
GOOGLE SPAIN SL,ESP,cloud-computing,ALPHABET INC.
GOOGLE SPAIN SL,ESP,digital-advertising,ALPHABET INC.
GOOGLE SPAIN SL,ESP,online-marketplace,ALPHABET INC.
GOOGLE SWEDEN AB,SWE,cloud-computing,ALPHABET INC.
GOOGLE SWEDEN AB,SWE,digital-advertising,ALPHABET INC.
GOOGLE SWEDEN AB,SWE,online-marketplace,ALPHABET INC.
GOOGLE SWEDEN TECHNIQUE AB,SWE,cloud-computing,ALPHABET INC.
GOOGLE SWEDEN TECHNIQUE AB,SWE,digital-advertising,ALPHABET INC.
GOOGLE SWEDEN TECHNIQUE AB,SWE,online-marketplace,ALPHABET INC.
GOOGLE SWITZERLAND GMBH,CHE,cloud-computing,ALPHABET INC.
GOOGLE SWITZERLAND GMBH,CHE,digital-advertising,ALPHABET INC.
GOOGLE SWITZERLAND GMBH,CHE,online-marketplace,ALPHABET INC.
GOOGLE UK LIMITED,GBR,cloud-computing,ALPHABET INC.
GOOGLE UK LIMITED,GBR,digital-advertising,ALPHABET INC.
GOOGLE UK LIMITED,GBR,online-marketplace,ALPHABET INC.
GOTO FINANCIAL,USA,payment-service,GOTO FINANCIAL
GP NETWORK ASIA PTE. LTD.,SGP,payment-service,"GOTO CO.,LTD."
GRAB FINANCIAL GROUP,SGP,online-ride-hailing,"GOTO CO.,LTD."
GRAND ST,USA,digital-advertising,"ETSY, INC."
GRAND ST,USA,online-marketplace,"ETSY, INC."
GRASSHOPPER MANUFACTURE INC.,JPN,digital-advertising,"NETEASE, INC."
GRASSHOPPER MANUFACTURE INC.,JPN,digital-media_digital-music_music-streaming,"NETEASE, INC."
GRASSHOPPER MANUFACTURE INC.,JPN,digital-media_video-games_pc-games,"NETEASE, INC."
GRAUMANS EGYPTIAN THEATRE,USA,digital-media_video-on-demand_video-streaming-svod,"NETFLIX, INC."
GREEN PANDA GAMES,FRA,digital-media_video-games_pc-games,UBISOFT SRL
GREENPLUM INC,USA,software_enterprise-software_other-enterprise-software,GREENPLUM INC
GRIM ENTERPRISES,USA,digital-advertising,NAVER CORPORATION
GRINDING GEAR GAMES LIMITED,NZL,digital-media_video-games_pc-games,TENCENT HOLDINGS LIMITED
GROUNDHOG TECHNOLOGIES,USA,software_enterprise-software_other-enterprise-software,GROUNDHOG TECHNOLOGIES
GROUP BASIS LLC,USA,software_enterprise-software_enterprise-resource-planning-software,"RACKSPACE TECHNOLOGY, INC."
GROUPON GETAWAYS INC,USA,online-marketplace,"GROUPON, INC."
"GROUPON, INC.",USA,online-marketplace,"GROUPON, INC."
GROUPONLIVE LLC,USA,online-marketplace,"GROUPON, INC."
GT NEXUS INC,USA,cloud-computing,INFOR INC
GT NEXUS INC,USA,software_enterprise-software_enterprise-resource-planning-software,INFOR INC
"GUANGZHOU ALIBABA LITERATURE INFORMATION TECHNOLOGY CO., LTD.",CHN,cloud-computing,ALI BABA GROUP LLC
"GUANGZHOU ALIBABA LITERATURE INFORMATION TECHNOLOGY CO., LTD.",CHN,online-marketplace,ALI BABA GROUP LLC
"GUANGZHOU NETEASE COMPUTER SYSTEM CO., LTD.",CHN,digital-advertising,"NETEASE, INC."
"GUANGZHOU NETEASE COMPUTER SYSTEM CO., LTD.",CHN,digital-media_digital-music_music-streaming,"NETEASE, INC."
"GUANGZHOU NETEASE COMPUTER SYSTEM CO., LTD.",CHN,digital-media_video-games_pc-games,"NETEASE, INC."
"GUANGZHOU TENCENT TECHNOLOGY CO., LTD.",CHN,cloud-computing,TENCENT HOLDINGS LIMITED
"GUANGZHOU TENCENT TECHNOLOGY CO., LTD.",CHN,digital-advertising,TENCENT HOLDINGS LIMITED
"GUANGZHOU TENCENT TECHNOLOGY CO., LTD.",CHN,digital-media_video-games_pc-games,TENCENT HOLDINGS LIMITED
"GUANGZHOU TENCENT TECHNOLOGY CO., LTD.",CHN,digital-media_video-on-demand_video-streaming-svod,TENCENT HOLDINGS LIMITED
"GUANGZHOU TENCENT TECHNOLOGY CO., LTD.",CHN,payment-service,TENCENT HOLDINGS LIMITED
"GUANGZHOU XUNLONG TECHNOLOGY CO.,LTD",CHN,digital-advertising,SINA CORPORATION
GUERRILLA GAMES INC,USA,digital-media_video-games_pc-games,SONY GROUP CORPORATION
GUILDED INC,USA,digital-media_video-games_pc-games,ROBLOX CORP
GUILDED LLC,USA,digital-media_video-games_pc-games,ROBLOX CORP
HACK/REDUCE INC,USA,software_enterprise-software_other-enterprise-software,HACK/REDUCE INC
HACKERMETER,USA,digital-advertising,"PINTEREST, INC."
HALEY (AUSTRALIA) PTY LIMITED,AUS,cloud-computing,ORACLE CORP
HALEY (AUSTRALIA) PTY LIMITED,AUS,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
HALEY (EUROPE),GBR,cloud-computing,ORACLE CORP
HALEY (EUROPE),GBR,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
HALEY SINGAPORE PTE. LTD.,SGP,cloud-computing,ORACLE CORP
HALEY SINGAPORE PTE. LTD.,SGP,software_enterprise-software_enterprise-resource-planning-software,ORACLE CORP
HALF COM INC,USA,online-marketplace,EBAY INC
HAMUL SA DE CV,MEX,digital-media_video-games_pc-games,ROBLOX CORP
"HANGZHOU ALI TECHNOLOGY CO., LTD.",CHN,cloud-computing,ALI BABA GROUP LLC
"HANGZHOU ALI TECHNOLOGY CO., LTD.",CHN,online-marketplace,ALI BABA GROUP LLC
"HANGZHOU ALI VENTURE CAPITAL CO., LTD.",CHN,cloud-computing,ALI BABA GROUP LLC
"HANGZHOU ALI VENTURE CAPITAL CO., LTD.",CHN,online-marketplace,ALI BABA GROUP LLC
"HANGZHOU ALIBABA NETWORK TECHNOLOGY CO., LTD.",CHN,cloud-computing,ALI BABA GROUP LLC
"HANGZHOU ALIBABA NETWORK TECHNOLOGY CO., LTD.",CHN,online-marketplace,ALI BABA GROUP LLC
"HANGZHOU ALIBABA ZETAI INFORMATION TECHNOLOGY CO., LTD.",CHN,cloud-computing,ALI BABA GROUP LLC
"HANGZHOU ALIBABA ZETAI INFORMATION TECHNOLOGY CO., LTD.",CHN,online-marketplace,ALI BABA GROUP LLC
"HANGZHOU ALIMAMA TECHNOLOGY CO., LTD.",CHN,cloud-computing,ALI BABA GROUP LLC
"HANGZHOU NETEASE CLOUD MUSIC TECHNOLOGY CO., LTD.",CHN,digital-advertising,"NETEASE, INC."
"HANGZHOU NETEASE CLOUD MUSIC TECHNOLOGY CO., LTD.",CHN,digital-media_digital-music_music-streaming,"NETEASE, INC."
"HANGZHOU NETEASE CLOUD MUSIC TECHNOLOGY CO., LTD.",CHN,digital-media_video-games_pc-games,"NETEASE, INC."
"HANGZHOU NETEASE LEIHUO TECHNOLOGY CO., LTD.",CHN,digital-advertising,"NETEASE, INC."
"HANGZHOU NETEASE LEIHUO TECHNOLOGY CO., LTD.",CHN,digital-media_digital-music_music-streaming,"NETEASE, INC."
"HANGZHOU NETEASE LEIHUO TECHNOLOGY CO., LTD.",CHN,digital-media_video-games_pc-games,"NETEASE, INC."
HAVEN STUDIOS LLC,USA,digital-media_video-games_pc-games,SONY GROUP CORPORATION
HAZELCAST INC,USA,software_enterprise-software_other-enterprise-software,HAZELCAST INC
HEALTHVISION SOLUTIONS INC,USA,cloud-computing,INFOR INC
HEALTHVISION SOLUTIONS INC,USA,software_enterprise-software_enterprise-resource-planning-software,INFOR INC
